SL NO.,Date,Year,Month,Month No.,Q-P1,S-P1,Price Per Product1,Q-P2,S-P2,Price Per Product2,Q-P3,S-P3,Price Per Product3,Q-P4,S-P4,Price Per Product4,Total Units Sold,Total Revenue,Quarter,Day Name,Rev/Unit,Top Product,Revenue Category,YoY Growth Flag
2555,2017-06-09,2017,Jun,6,4354,13802.18,3.17,3986,25271.24,6.34,294,1593.48,5.42,1707,12170.91,7.13,10341,52837.81,Q2,Friday,5.109545499,Product2,Medium,Growth Year
2556,2017-06-10,2017,Jun,6,1029,3261.93,3.17,1276,8089.84,6.34,2557,13858.94,5.42,1340,9554.2,7.13,6202,34764.91,Q2,Saturday,5.605435343,Product3,Low,Growth Year
2557,2017-06-11,2017,Jun,6,7848,24878.16,3.17,466,2954.44,6.34,3346,18135.32,5.42,382,2723.66,7.13,12042,48691.58,Q2,Sunday,4.043479488,Product1,Medium,Growth Year
2558,2017-06-12,2017,Jun,6,856,2713.52,3.17,2941,18645.94,6.34,3225,17479.5,5.42,1977,14096.01,7.13,8999,52934.97,Q2,Monday,5.882316924,Product2,Medium,Growth Year
2559,2017-06-13,2017,Jun,6,5350,16959.5,3.17,3229,20471.86,6.34,2019,10942.98,5.42,1619,11543.47,7.13,12217,59917.81,Q2,Tuesday,4.904461816,Product2,Medium,Growth Year
2560,2017-06-14,2017,Jun,6,5236,16598.12,3.17,1297,8222.98,6.34,5437,29468.54,5.42,1135,8092.55,7.13,13105,62382.19,Q2,Wednesday,4.760182373,Product3,Medium,Growth Year
2561,2017-06-15,2017,Jun,6,2518,7982.06,3.17,3901,24732.34,6.34,5326,28866.92,5.42,1572,11208.36,7.13,13317,72789.68,Q2,Thursday,5.465921754,Product3,High,Growth Year
2562,2017-06-16,2017,Jun,6,5571,17660.07,3.17,2856,18107.04,6.34,2670,14471.4,5.42,1480,10552.4,7.13,12577,60790.91,Q2,Friday,4.83349845,Product2,Medium,Growth Year
2563,2017-06-17,2017,Jun,6,527,1670.59,3.17,341,2161.94,6.34,1540,8346.8,5.42,1519,10830.47,7.13,3927,23009.8,Q2,Saturday,5.859383754,Product4,Low,Growth Year
2564,2017-06-18,2017,Jun,6,6723,21311.91,3.17,1215,7703.1,6.34,2844,15414.48,5.42,1104,7871.52,7.13,11886,52301.01,Q2,Sunday,4.400219586,Product1,Medium,Growth Year
2565,2017-06-19,2017,Jun,6,3961,12556.37,3.17,2707,17162.38,6.34,5594,30319.48,5.42,1011,7208.43,7.13,13273,67246.66,Q2,Monday,5.066425073,Product3,Medium,Growth Year
2566,2017-06-20,2017,Jun,6,3696,11716.32,3.17,1214,7696.76,6.34,2506,13582.52,5.42,1793,12784.09,7.13,9209,45779.69,Q2,Tuesday,4.97119014,Product3,Medium,Growth Year
2567,2017-06-21,2017,Jun,6,2064,6542.88,3.17,673,4266.82,6.34,1223,6628.66,5.42,1520,10837.6,7.13,5480,28275.96,Q2,Wednesday,5.159846715,Product4,Low,Growth Year
2568,2017-06-22,2017,Jun,6,3408,10803.36,3.17,3482,22075.88,6.34,2257,12232.94,5.42,1301,9276.13,7.13,10448,54388.31,Q2,Thursday,5.205619257,Product2,Medium,Growth Year
2569,2017-06-23,2017,Jun,6,2781,8815.77,3.17,2727,17289.18,6.34,3189,17284.38,5.42,1536,10951.68,7.13,10233,54341.01,Q2,Friday,5.310369393,Product2,Medium,Growth Year
2570,2017-06-24,2017,Jun,6,5278,16731.26,3.17,1375,8717.5,6.34,4961,26888.62,5.42,912,6502.56,7.13,12526,58839.94,Q2,Saturday,4.697424557,Product3,Medium,Growth Year
2571,2017-06-25,2017,Jun,6,6027,19105.59,3.17,712,4514.08,6.34,4560,24715.2,5.42,443,3158.59,7.13,11742,51493.46,Q2,Sunday,4.385407937,Product3,Medium,Growth Year
2572,2017-06-26,2017,Jun,6,7515,23822.55,3.17,3202,20300.68,6.34,2778,15056.76,5.42,390,2780.7,7.13,13885,61960.69,Q2,Monday,4.462419157,Product1,Medium,Growth Year
2573,2017-06-27,2017,Jun,6,2965,9399.05,3.17,3570,22633.8,6.34,1012,5485.04,5.42,1942,13846.46,7.13,9489,51364.35,Q2,Tuesday,5.413041416,Product2,Medium,Growth Year
2574,2017-06-28,2017,Jun,6,7160,22697.2,3.17,1411,8945.74,6.34,3628,19663.76,5.42,492,3507.96,7.13,12691,54814.66,Q2,Wednesday,4.319175794,Product1,Medium,Growth Year
2575,2017-06-29,2017,Jun,6,5632,17853.44,3.17,683,4330.22,6.34,5504,29831.68,5.42,586,4178.18,7.13,12405,56193.52,Q2,Thursday,4.529908908,Product3,Medium,Growth Year
2576,2017-06-30,2017,Jun,6,3121,9893.57,3.17,1603,10163.02,6.34,2495,13522.9,5.42,1618,11536.34,7.13,8837,45115.83,Q2,Friday,5.105333258,Product3,Medium,Growth Year
2577,2017-07-01,2017,Jul,7,1216,3854.72,3.17,1238,7848.92,6.34,5034,27284.28,5.42,1885,13440.05,7.13,9373,52427.97,Q3,Saturday,5.593510082,Product3,Medium,Growth Year
2578,2017-07-02,2017,Jul,7,5857,18566.69,3.17,3056,19375.04,6.34,5788,31370.96,5.42,1736,12377.68,7.13,16437,81690.37,Q3,Sunday,4.969907526,Product3,High,Growth Year
2579,2017-07-03,2017,Jul,7,5221,16550.57,3.17,1846,11703.64,6.34,769,4167.98,5.42,1752,12491.76,7.13,9588,44913.95,Q3,Monday,4.684391948,Product1,Medium,Growth Year
2580,2017-07-04,2017,Jul,7,1145,3629.65,3.17,2315,14677.1,6.34,2096,11360.32,5.42,1866,13304.58,7.13,7422,42971.65,Q3,Tuesday,5.789766909,Product2,Medium,Growth Year
2581,2017-07-05,2017,Jul,7,1153,3655.01,3.17,1728,10955.52,6.34,1874,10157.08,5.42,1628,11607.64,7.13,6383,36375.25,Q3,Wednesday,5.698770171,Product4,Low,Growth Year
2582,2017-07-06,2017,Jul,7,1077,3414.09,3.17,1489,9440.26,6.34,1299,7040.58,5.42,1430,10195.9,7.13,5295,30090.83,Q3,Thursday,5.682876298,Product4,Low,Growth Year
2583,2017-07-07,2017,Jul,7,4957,15713.69,3.17,648,4108.32,6.34,5105,27669.1,5.42,1283,9147.79,7.13,11993,56638.9,Q3,Friday,4.72266322,Product3,Medium,Growth Year
2584,2017-07-08,2017,Jul,7,4366,13840.22,3.17,2694,17079.96,6.34,484,2623.28,5.42,1319,9404.47,7.13,8863,42947.93,Q3,Saturday,4.845755388,Product2,Medium,Growth Year
2585,2017-07-09,2017,Jul,7,885,2805.45,3.17,3664,23229.76,6.34,740,4010.8,5.42,1409,10046.17,7.13,6698,40092.18,Q3,Sunday,5.985694237,Product2,Medium,Growth Year
2586,2017-07-10,2017,Jul,7,6493,20582.81,3.17,2515,15945.1,6.34,3373,18281.66,5.42,996,7101.48,7.13,13377,61911.05,Q3,Monday,4.628171488,Product1,Medium,Growth Year
2587,2017-07-11,2017,Jul,7,6445,20430.65,3.17,3250,20605,6.34,4505,24417.1,5.42,1804,12862.52,7.13,16004,78315.27,Q3,Tuesday,4.893481005,Product3,High,Growth Year
2588,2017-07-12,2017,Jul,7,6984,22139.28,3.17,2856,18107.04,6.34,2058,11154.36,5.42,1454,10367.02,7.13,13352,61767.7,Q3,Wednesday,4.626100959,Product1,Medium,Growth Year
2589,2017-07-13,2017,Jul,7,4725,14978.25,3.17,437,2770.58,6.34,4640,25148.8,5.42,534,3807.42,7.13,10336,46705.05,Q3,Thursday,4.518677438,Product3,Medium,Growth Year
2590,2017-07-14,2017,Jul,7,3385,10730.45,3.17,2828,17929.52,6.34,5562,30146.04,5.42,540,3850.2,7.13,12315,62656.21,Q3,Friday,5.087796184,Product3,Medium,Growth Year
2591,2017-07-15,2017,Jul,7,5907,18725.19,3.17,2622,16623.48,6.34,1802,9766.84,5.42,918,6545.34,7.13,11249,51660.85,Q3,Saturday,4.592483776,Product1,Medium,Growth Year
2592,2017-07-16,2017,Jul,7,4043,12816.31,3.17,3009,19077.06,6.34,3284,17799.28,5.42,1488,10609.44,7.13,11824,60302.09,Q3,Sunday,5.099973782,Product2,Medium,Growth Year
2593,2017-07-17,2017,Jul,7,4383,13894.11,3.17,3508,22240.72,6.34,2721,14747.82,5.42,1407,10031.91,7.13,12019,60914.56,Q3,Monday,5.068188701,Product2,Medium,Growth Year
2594,2017-07-18,2017,Jul,7,2161,6850.37,3.17,1203,7627.02,6.34,4629,25089.18,5.42,1247,8891.11,7.13,9240,48457.68,Q3,Tuesday,5.244337662,Product3,Medium,Growth Year
2595,2017-07-19,2017,Jul,7,1543,4891.31,3.17,1079,6840.86,6.34,5855,31734.1,5.42,839,5982.07,7.13,9316,49448.34,Q3,Wednesday,5.307893946,Product3,Medium,Growth Year
2596,2017-07-20,2017,Jul,7,6005,19035.85,3.17,3668,23255.12,6.34,3360,18211.2,5.42,999,7122.87,7.13,14032,67625.04,Q3,Thursday,4.819344356,Product2,Medium,Growth Year
2597,2017-07-21,2017,Jul,7,7086,22462.62,3.17,1348,8546.32,6.34,1097,5945.74,5.42,1061,7564.93,7.13,10592,44519.61,Q3,Friday,4.203135385,Product1,Medium,Growth Year
2598,2017-07-22,2017,Jul,7,7841,24855.97,3.17,1118,7088.12,6.34,1943,10531.06,5.42,1683,11999.79,7.13,12585,54474.94,Q3,Saturday,4.328560985,Product1,Medium,Growth Year
2599,2017-07-23,2017,Jul,7,1184,3753.28,3.17,1911,12115.74,6.34,1558,8444.36,5.42,503,3586.39,7.13,5156,27899.77,Q3,Sunday,5.411126843,Product2,Low,Growth Year
2600,2017-07-24,2017,Jul,7,4779,15149.43,3.17,398,2523.32,6.34,2649,14357.58,5.42,713,5083.69,7.13,8539,37114.02,Q3,Monday,4.346412929,Product1,Low,Growth Year
2601,2017-07-25,2017,Jul,7,7806,24745.02,3.17,3630,23014.2,6.34,1282,6948.44,5.42,445,3172.85,7.13,13163,57880.51,Q3,Tuesday,4.397212641,Product1,Medium,Growth Year
2602,2017-07-26,2017,Jul,7,1317,4174.89,3.17,3340,21175.6,6.34,5945,32221.9,5.42,1234,8798.42,7.13,11836,66370.81,Q3,Wednesday,5.607537175,Product3,Medium,Growth Year
2603,2017-07-27,2017,Jul,7,682,2161.94,3.17,3812,24168.08,6.34,1647,8926.74,5.42,1167,8320.71,7.13,7308,43577.47,Q3,Thursday,5.962981664,Product2,Medium,Growth Year
2604,2017-07-28,2017,Jul,7,3245,10286.65,3.17,1993,12635.62,6.34,3159,17121.78,5.42,1020,7272.6,7.13,9417,47316.65,Q3,Friday,5.024599129,Product3,Medium,Growth Year
2605,2017-07-29,2017,Jul,7,1983,6286.11,3.17,2104,13339.36,6.34,1705,9241.1,5.42,1976,14088.88,7.13,7768,42955.45,Q3,Saturday,5.529795314,Product4,Medium,Growth Year
2606,2017-07-30,2017,Jul,7,5420,17181.4,3.17,3514,22278.76,6.34,1205,6531.1,5.42,1133,8078.29,7.13,11272,54069.55,Q3,Sunday,4.79680181,Product2,Medium,Growth Year
2607,2017-07-31,2017,Jul,7,6242,19787.14,3.17,294,1863.96,6.34,5119,27744.98,5.42,1764,12577.32,7.13,13419,61973.4,Q3,Monday,4.618332216,Product3,Medium,Growth Year
2608,2017-08-01,2017,Aug,8,4015,12727.55,3.17,3920,24852.8,6.34,4583,24839.86,5.42,848,6046.24,7.13,13366,68466.45,Q3,Tuesday,5.122433787,Product2,Medium,Growth Year
2609,2017-08-02,2017,Aug,8,6034,19127.78,3.17,3139,19901.26,6.34,4450,24119,5.42,1035,7379.55,7.13,14658,70527.59,Q3,Wednesday,4.811542502,Product3,High,Growth Year
2610,2017-08-03,2017,Aug,8,7358,23324.86,3.17,3540,22443.6,6.34,5822,31555.24,5.42,1939,13825.07,7.13,18659,91148.77,Q3,Thursday,4.884976151,Product3,High,Growth Year
2611,2017-08-04,2017,Aug,8,1858,5889.86,3.17,3178,20148.52,6.34,938,5083.96,5.42,850,6060.5,7.13,6824,37182.84,Q3,Friday,5.448833529,Product2,Low,Growth Year
2612,2017-08-05,2017,Aug,8,3781,11985.77,3.17,3138,19894.92,6.34,3263,17685.46,5.42,338,2409.94,7.13,10520,51976.09,Q3,Saturday,4.940692966,Product2,Medium,Growth Year
2613,2017-08-06,2017,Aug,8,5938,18823.46,3.17,1746,11069.64,6.34,1505,8157.1,5.42,729,5197.77,7.13,9918,43247.97,Q3,Sunday,4.360553539,Product1,Medium,Growth Year
2614,2017-08-07,2017,Aug,8,2986,9465.62,3.17,3894,24687.96,6.34,5643,30585.06,5.42,1914,13646.82,7.13,14437,78385.46,Q3,Monday,5.429483965,Product3,High,Growth Year
2615,2017-08-08,2017,Aug,8,995,3154.15,3.17,1735,10999.9,6.34,5823,31560.66,5.42,1159,8263.67,7.13,9712,53978.38,Q3,Tuesday,5.557905684,Product3,Medium,Growth Year
2616,2017-08-09,2017,Aug,8,6808,21581.36,3.17,3125,19812.5,6.34,2581,13989.02,5.42,1612,11493.56,7.13,14126,66876.44,Q3,Wednesday,4.734280051,Product1,Medium,Growth Year
2617,2017-08-10,2017,Aug,8,3034,9617.78,3.17,2999,19013.66,6.34,5894,31945.48,5.42,936,6673.68,7.13,12863,67250.6,Q3,Thursday,5.228220477,Product3,Medium,Growth Year
2618,2017-08-11,2017,Aug,8,5646,17897.82,3.17,2569,16287.46,6.34,5737,31094.54,5.42,1607,11457.91,7.13,15559,76737.73,Q3,Friday,4.932047689,Product3,High,Growth Year
2619,2017-08-12,2017,Aug,8,4229,13405.93,3.17,1058,6707.72,6.34,3944,21376.48,5.42,930,6630.9,7.13,10161,48121.03,Q3,Saturday,4.735855723,Product3,Medium,Growth Year
2620,2017-08-13,2017,Aug,8,4176,13237.92,3.17,3510,22253.4,6.34,493,2672.06,5.42,1347,9604.11,7.13,9526,47767.49,Q3,Sunday,5.01443313,Product2,Medium,Growth Year
2621,2017-08-14,2017,Aug,8,4478,14195.26,3.17,415,2631.1,6.34,1990,10785.8,5.42,541,3857.33,7.13,7424,31469.49,Q3,Monday,4.238886045,Product1,Low,Growth Year
2622,2017-08-15,2017,Aug,8,2643,8378.31,3.17,2807,17796.38,6.34,5533,29988.86,5.42,1123,8006.99,7.13,12106,64170.54,Q3,Tuesday,5.300721956,Product3,Medium,Growth Year
2623,2017-08-16,2017,Aug,8,5057,16030.69,3.17,328,2079.52,6.34,1571,8514.82,5.42,1771,12627.23,7.13,8727,39252.26,Q3,Wednesday,4.497795348,Product1,Low,Growth Year
2624,2017-08-17,2017,Aug,8,6703,21248.51,3.17,3901,24732.34,6.34,1203,6520.26,5.42,1967,14024.71,7.13,13774,66525.82,Q3,Thursday,4.829811239,Product2,Medium,Growth Year
2625,2017-08-18,2017,Aug,8,4132,13098.44,3.17,2349,14892.66,6.34,5963,32319.46,5.42,993,7080.09,7.13,13437,67390.65,Q3,Friday,5.015304756,Product3,Medium,Growth Year
2626,2017-08-19,2017,Aug,8,2288,7252.96,3.17,3908,24776.72,6.34,4114,22297.88,5.42,1197,8534.61,7.13,11507,62862.17,Q3,Saturday,5.462950378,Product2,Medium,Growth Year
2627,2017-08-20,2017,Aug,8,5351,16962.67,3.17,1691,10720.94,6.34,5816,31522.72,5.42,1264,9012.32,7.13,14122,68218.65,Q3,Sunday,4.83066492,Product3,Medium,Growth Year
2628,2017-08-21,2017,Aug,8,7777,24653.09,3.17,3811,24161.74,6.34,2924,15848.08,5.42,1783,12712.79,7.13,16295,77375.7,Q3,Monday,4.748432034,Product1,High,Growth Year
2629,2017-08-22,2017,Aug,8,7176,22747.92,3.17,2227,14119.18,6.34,4245,23007.9,5.42,295,2103.35,7.13,13943,61978.35,Q3,Tuesday,4.445123001,Product3,Medium,Growth Year
2630,2017-08-23,2017,Aug,8,4034,12787.78,3.17,2444,15494.96,6.34,2345,12709.9,5.42,1803,12855.39,7.13,10626,53848.03,Q3,Wednesday,5.067572934,Product2,Medium,Growth Year
2631,2017-08-24,2017,Aug,8,620,1965.4,3.17,459,2910.06,6.34,2540,13766.8,5.42,1510,10766.3,7.13,5129,29408.56,Q3,Thursday,5.733780464,Product3,Low,Growth Year
2632,2017-08-25,2017,Aug,8,4818,15273.06,3.17,1235,7829.9,6.34,2790,15121.8,5.42,997,7108.61,7.13,9840,45333.37,Q3,Friday,4.607049797,Product1,Medium,Growth Year
2633,2017-08-26,2017,Aug,8,3581,11351.77,3.17,2662,16877.08,6.34,1340,7262.8,5.42,1845,13154.85,7.13,9428,48646.5,Q3,Saturday,5.159789987,Product2,Medium,Growth Year
2634,2017-08-27,2017,Aug,8,6900,21873,3.17,2225,14106.5,6.34,4073,22075.66,5.42,1932,13775.16,7.13,15130,71830.32,Q3,Sunday,4.747542631,Product3,High,Growth Year
2635,2017-08-28,2017,Aug,8,5973,18934.41,3.17,3838,24332.92,6.34,2578,13972.76,5.42,1844,13147.72,7.13,14233,70387.81,Q3,Monday,4.945395208,Product2,High,Growth Year
2636,2017-08-29,2017,Aug,8,711,2253.87,3.17,2662,16877.08,6.34,5827,31582.34,5.42,1481,10559.53,7.13,10681,61272.82,Q3,Tuesday,5.736618294,Product3,Medium,Growth Year
2637,2017-08-31,2017,Aug,8,2050,6498.5,3.17,583,3696.22,6.34,5744,31132.48,5.42,646,4605.98,7.13,9023,45933.18,Q3,Thursday,5.090677158,Product3,Medium,Growth Year
2638,2017-09-01,2017,Sep,9,2190,6942.3,3.17,2224,14100.16,6.34,3306,17918.52,5.42,1798,12819.74,7.13,9518,51780.72,Q3,Friday,5.440294179,Product3,Medium,Growth Year
2639,2017-09-02,2017,Sep,9,6706,21258.02,3.17,915,5801.1,6.34,2701,14639.42,5.42,1908,13604.04,7.13,12230,55302.58,Q3,Saturday,4.521878986,Product1,Medium,Growth Year
2640,2017-09-03,2017,Sep,9,4374,13865.58,3.17,3254,20630.36,6.34,4312,23371.04,5.42,1779,12684.27,7.13,13719,70551.25,Q3,Sunday,5.142594212,Product3,High,Growth Year
2641,2017-09-04,2017,Sep,9,1066,3379.22,3.17,2808,17802.72,6.34,1278,6926.76,5.42,1470,10481.1,7.13,6622,38589.8,Q3,Monday,5.827514346,Product2,Low,Growth Year
2642,2017-09-05,2017,Sep,9,3300,10461,3.17,2632,16686.88,6.34,5565,30162.3,5.42,1565,11158.45,7.13,13062,68468.63,Q3,Tuesday,5.241818251,Product3,Medium,Growth Year
2643,2017-09-06,2017,Sep,9,5399,17114.83,3.17,3245,20573.3,6.34,3231,17512.02,5.42,1622,11564.86,7.13,13497,66765.01,Q3,Wednesday,4.946655553,Product2,Medium,Growth Year
2644,2017-09-07,2017,Sep,9,432,1369.44,3.17,936,5934.24,6.34,980,5311.6,5.42,268,1910.84,7.13,2616,14526.12,Q3,Thursday,5.552798165,Product2,Low,Growth Year
2645,2017-09-08,2017,Sep,9,2234,7081.78,3.17,2394,15177.96,6.34,2677,14509.34,5.42,1417,10103.21,7.13,8722,46872.29,Q3,Friday,5.374030039,Product2,Medium,Growth Year
2646,2017-09-09,2017,Sep,9,7340,23267.8,3.17,746,4729.64,6.34,5453,29555.26,5.42,1392,9924.96,7.13,14931,67477.66,Q3,Saturday,4.519299444,Product3,Medium,Growth Year
2647,2017-09-10,2017,Sep,9,2226,7056.42,3.17,1313,8324.42,6.34,670,3631.4,5.42,1458,10395.54,7.13,5667,29407.78,Q3,Sunday,5.189302982,Product4,Low,Growth Year
2648,2017-09-11,2017,Sep,9,5764,18271.88,3.17,1859,11786.06,6.34,3393,18390.06,5.42,1134,8085.42,7.13,12150,56533.42,Q3,Monday,4.652956379,Product3,Medium,Growth Year
2649,2017-09-12,2017,Sep,9,5735,18179.95,3.17,3461,21942.74,6.34,2979,16146.18,5.42,1933,13782.29,7.13,14108,70051.16,Q3,Tuesday,4.965350156,Product2,High,Growth Year
2650,2017-09-13,2017,Sep,9,1997,6330.49,3.17,2561,16236.74,6.34,5508,29853.36,5.42,1344,9582.72,7.13,11410,62003.31,Q3,Wednesday,5.43412007,Product3,Medium,Growth Year
2651,2017-09-14,2017,Sep,9,811,2570.87,3.17,678,4298.52,6.34,5889,31918.38,5.42,1166,8313.58,7.13,8544,47101.35,Q3,Thursday,5.512798455,Product3,Medium,Growth Year
2652,2017-09-15,2017,Sep,9,2181,6913.77,3.17,2049,12990.66,6.34,5116,27728.72,5.42,1531,10916.03,7.13,10877,58549.18,Q3,Friday,5.382842696,Product3,Medium,Growth Year
2653,2017-09-16,2017,Sep,9,653,2070.01,3.17,2218,14062.12,6.34,3465,18780.3,5.42,297,2117.61,7.13,6633,37030.04,Q3,Saturday,5.582698628,Product3,Low,Growth Year
2654,2017-09-17,2017,Sep,9,4868,15431.56,3.17,667,4228.78,6.34,4962,26894.04,5.42,746,5318.98,7.13,11243,51873.36,Q3,Sunday,4.613836165,Product3,Medium,Growth Year
2655,2017-09-18,2017,Sep,9,3628,11500.76,3.17,1345,8527.3,6.34,4502,24400.84,5.42,1514,10794.82,7.13,10989,55223.72,Q3,Monday,5.025363545,Product3,Medium,Growth Year
2656,2017-09-19,2017,Sep,9,4334,13738.78,3.17,1423,9021.82,6.34,2132,11555.44,5.42,1480,10552.4,7.13,9369,44868.44,Q3,Tuesday,4.789031914,Product1,Medium,Growth Year
2657,2017-09-20,2017,Sep,9,3220,10207.4,3.17,2975,18861.5,6.34,1398,7577.16,5.42,1461,10416.93,7.13,9054,47062.99,Q3,Wednesday,5.198032914,Product2,Medium,Growth Year
2658,2017-09-21,2017,Sep,9,5734,18176.78,3.17,1950,12363,6.34,1781,9653.02,5.42,1720,12263.6,7.13,11185,52456.4,Q3,Thursday,4.689888243,Product1,Medium,Growth Year
2659,2017-09-22,2017,Sep,9,2503,7934.51,3.17,573,3632.82,6.34,1109,6010.78,5.42,1664,11864.32,7.13,5849,29442.43,Q3,Friday,5.033754488,Product4,Low,Growth Year
2660,2017-09-23,2017,Sep,9,4810,15247.7,3.17,686,4349.24,6.34,4319,23408.98,5.42,1023,7293.99,7.13,10838,50299.91,Q3,Saturday,4.641069385,Product3,Medium,Growth Year
2661,2017-09-24,2017,Sep,9,6401,20291.17,3.17,616,3905.44,6.34,1339,7257.38,5.42,1289,9190.57,7.13,9645,40644.56,Q3,Sunday,4.214054951,Product1,Medium,Growth Year
2662,2017-09-25,2017,Sep,9,1835,5816.95,3.17,1975,12521.5,6.34,2768,15002.56,5.42,1841,13126.33,7.13,8419,46467.34,Q3,Monday,5.519341965,Product3,Medium,Growth Year
2663,2017-09-26,2017,Sep,9,3378,10708.26,3.17,2215,14043.1,6.34,2108,11425.36,5.42,1288,9183.44,7.13,8989,45360.16,Q3,Tuesday,5.046185338,Product2,Medium,Growth Year
2664,2017-09-27,2017,Sep,9,7109,22535.53,3.17,3422,21695.48,6.34,5223,28308.66,5.42,364,2595.32,7.13,16118,75134.99,Q3,Wednesday,4.661557886,Product3,High,Growth Year
2665,2017-09-28,2017,Sep,9,2124,6733.08,3.17,1110,7037.4,6.34,1357,7354.94,5.42,655,4670.15,7.13,5246,25795.57,Q3,Thursday,4.917188334,Product3,Low,Growth Year
2666,2017-09-29,2017,Sep,9,1700,5389,3.17,1711,10847.74,6.34,4299,23300.58,5.42,1777,12670.01,7.13,9487,52207.33,Q3,Friday,5.503038895,Product3,Medium,Growth Year
2667,2017-09-30,2017,Sep,9,7430,23553.1,3.17,2566,16268.44,6.34,2628,14243.76,5.42,1970,14046.1,7.13,14594,68111.4,Q3,Saturday,4.667082363,Product1,Medium,Growth Year
2668,2017-10-01,2017,Oct,10,7717,24462.89,3.17,2620,16610.8,6.34,4311,23365.62,5.42,1104,7871.52,7.13,15752,72310.83,Q4,Sunday,4.590580879,Product1,High,Growth Year
2669,2017-10-02,2017,Oct,10,5123,16239.91,3.17,2431,15412.54,6.34,897,4861.74,5.42,1330,9482.9,7.13,9781,45997.09,Q4,Monday,4.702698088,Product1,Medium,Growth Year
2670,2017-10-03,2017,Oct,10,7459,23645.03,3.17,2639,16731.26,6.34,5249,28449.58,5.42,1641,11700.33,7.13,16988,80526.2,Q4,Tuesday,4.740181304,Product3,High,Growth Year
2671,2017-10-04,2017,Oct,10,2964,9395.88,3.17,3484,22088.56,6.34,4267,23127.14,5.42,1140,8128.2,7.13,11855,62739.78,Q4,Wednesday,5.29226318,Product3,Medium,Growth Year
2672,2017-10-05,2017,Oct,10,1682,5331.94,3.17,2315,14677.1,6.34,1610,8726.2,5.42,815,5810.95,7.13,6422,34546.19,Q4,Thursday,5.37935067,Product2,Low,Growth Year
2673,2017-10-06,2017,Oct,10,3276,10384.92,3.17,3641,23083.94,6.34,3525,19105.5,5.42,868,6188.84,7.13,11310,58763.2,Q4,Friday,5.195685234,Product2,Medium,Growth Year
2674,2017-10-07,2017,Oct,10,4454,14119.18,3.17,1738,11018.92,6.34,2412,13073.04,5.42,1462,10424.06,7.13,10066,48635.2,Q4,Saturday,4.831631234,Product1,Medium,Growth Year
2675,2017-10-08,2017,Oct,10,469,1486.73,3.17,2454,15558.36,6.34,5050,27371,5.42,771,5497.23,7.13,8744,49913.32,Q4,Sunday,5.708293687,Product3,Medium,Growth Year
2676,2017-10-09,2017,Oct,10,3269,10362.73,3.17,3708,23508.72,6.34,4852,26297.84,5.42,287,2046.31,7.13,12116,62215.6,Q4,Monday,5.134995048,Product3,Medium,Growth Year
2677,2017-10-10,2017,Oct,10,3292,10435.64,3.17,3084,19552.56,6.34,947,5132.74,5.42,695,4955.35,7.13,8018,40076.29,Q4,Tuesday,4.998290097,Product2,Medium,Growth Year
2678,2017-10-11,2017,Oct,10,1635,5182.95,3.17,689,4368.26,6.34,5712,30959.04,5.42,1013,7222.69,7.13,9049,47732.94,Q4,Wednesday,5.274940877,Product3,Medium,Growth Year
2679,2017-10-12,2017,Oct,10,5604,17764.68,3.17,2957,18747.38,6.34,1274,6905.08,5.42,1635,11657.55,7.13,11470,55074.69,Q4,Thursday,4.801629468,Product2,Medium,Growth Year
2680,2017-10-13,2017,Oct,10,4252,13478.84,3.17,3128,19831.52,6.34,661,3582.62,5.42,987,7037.31,7.13,9028,43930.29,Q4,Friday,4.866004652,Product2,Medium,Growth Year
2681,2017-10-14,2017,Oct,10,5130,16262.1,3.17,2401,15222.34,6.34,4070,22059.4,5.42,1153,8220.89,7.13,12754,61764.73,Q4,Saturday,4.842773248,Product3,Medium,Growth Year
2682,2017-10-15,2017,Oct,10,2867,9088.39,3.17,662,4197.08,6.34,3583,19419.86,5.42,1381,9846.53,7.13,8493,42551.86,Q4,Sunday,5.010227246,Product3,Medium,Growth Year
2683,2017-10-16,2017,Oct,10,5836,18500.12,3.17,3429,21739.86,6.34,3280,17777.6,5.42,450,3208.5,7.13,12995,61226.08,Q4,Monday,4.711510581,Product2,Medium,Growth Year
2684,2017-10-17,2017,Oct,10,1970,6244.9,3.17,2606,16522.04,6.34,1028,5571.76,5.42,1162,8285.06,7.13,6766,36623.76,Q4,Tuesday,5.412911617,Product2,Low,Growth Year
2685,2017-10-18,2017,Oct,10,7720,24472.4,3.17,1997,12660.98,6.34,922,4997.24,5.42,259,1846.67,7.13,10898,43977.29,Q4,Wednesday,4.035354193,Product1,Medium,Growth Year
2686,2017-10-19,2017,Oct,10,1096,3474.32,3.17,3248,20592.32,6.34,1415,7669.3,5.42,1664,11864.32,7.13,7423,43600.26,Q4,Thursday,5.873671022,Product2,Medium,Growth Year
2687,2017-10-20,2017,Oct,10,4810,15247.7,3.17,634,4019.56,6.34,329,1783.18,5.42,1585,11301.05,7.13,7358,32351.49,Q4,Friday,4.396777657,Product1,Low,Growth Year
2688,2017-10-21,2017,Oct,10,1417,4491.89,3.17,2423,15361.82,6.34,2294,12433.48,5.42,1373,9789.49,7.13,7507,42076.68,Q4,Saturday,5.604992674,Product2,Medium,Growth Year
